drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
1332418,35204966,amlodipine,cardiac arrest,adult_children_senior_youth,youth,1.26E-19,5.77E-12
1328165,36314160,diltiazem,blood glucose increased,adult_children_senior_youth,youth,1.47E-19,6.73E-12
1125315,37219871,acetaminophen,pulmonary embolism,adult_children_senior_youth,youth,1.56E-19,7.14E-12
1153013,35909445,promethazine,cholelithiasis,adult_children_senior_youth,youth,1.60E-19,7.33E-12
996416,35506603,finasteride,testicular atrophy,adult_senior_youth,youth,1.70E-19,7.78E-12
1103314,35506459,tramadol,adrenal insufficiency,adult_senior_youth,youth,2.08E-19,9.55E-12
717607,36211496,desvenlafaxine,overdose,adult_children_senior_youth,youth,2.12E-19,9.74E-12
785649,36110716,ketamine,cystitis,adult_senior_youth,youth,2.26E-19,1.04E-11
723013,36211492,diazepam,intentional overdose,adult_children_senior_youth,youth,2.37E-19,1.09E-11
1315942,35205230,docetaxel,ascites,adult_children_senior_youth,youth,2.39E-19,1.10E-11
1310317,35708642,cyclophosphamide,stomatitis,adult_children_senior_youth,youth,2.42E-19,1.11E-11
40241331,37119745,rivaroxaban,vaginal haemorrhage,adult_children_senior_youth,youth,3.06E-19,1.40E-11
1305058,36316186,methotrexate,drug level increased,adult_children_senior_youth,youth,3.22E-19,1.48E-11
749910,37219893,carisoprodol,respiratory arrest,adult_children_senior_youth,youth,3.94E-19,1.81E-11
1101898,36009738,leflunomide,drug hypersensitivity,adult_senior_youth,youth,4.15E-19,1.90E-11
1510813,36919230,rosuvastatin,completed suicide,adult_senior_youth,youth,4.35E-19,2.00E-11
981709,36315155,dorzolamide,intraocular pressure increased,adult_children_senior_youth,youth,4.46E-19,2.05E-11
1315942,36617295,docetaxel,malignant neoplasm progression,adult_children_senior_youth,youth,5.00E-19,2.29E-11
1524674,35506742,zoledronic acid,hypercalcaemia,adult_children_senior_youth,youth,5.42E-19,2.49E-11
1129625,35204970,diphenhydramine,cardio-respiratory arrest,adult_children_senior_youth,youth,5.47E-19,2.51E-11
1153428,37219871,fexofenadine,pulmonary embolism,adult_senior_youth,youth,5.63E-19,2.59E-11
778711,36416487,cyclobenzaprine,metabolic acidosis,adult_senior_youth,youth,5.68E-19,2.61E-11
1334456,37622446,ramipril,shock,adult_senior_youth,youth,6.77E-19,3.11E-11
735979,36919236,risperidone,suicide attempt,adult_children_senior_youth,youth,7.02E-19,3.22E-11
711584,36718510,levetiracetam,grand mal convulsion,adult_children_senior_youth,youth,8.32E-19,3.82E-11
1334456,36211496,ramipril,overdose,adult_children_senior_youth,youth,8.43E-19,3.87E-11
40239330,35809076,telaprevir,fatigue,adult_children_senior_youth,youth,9.07E-19,4.17E-11
1119510,42889647,dextromethorphan,toxicity to various agents,adult_children_senior_youth,youth,1.01E-18,4.66E-11
1110410,35204966,morphine,cardiac arrest,adult_children_senior_youth,youth,1.18E-18,5.41E-11
923645,35809243,omeprazole,pain,adult_children_senior_youth,youth,1.21E-18,5.54E-11
1551099,35707866,prednisone,haematochezia,adult_children_senior_youth,youth,1.33E-18,6.10E-11
1177480,35909452,ibuprofen,gallbladder disorder,adult_children_senior_youth,youth,1.41E-18,6.47E-11
1115008,36211303,naproxen,injury,adult_children_senior_youth,youth,1.43E-18,6.55E-11
975125,35808914,hydrocortisone,infusion related reaction,adult_children_senior_youth,youth,1.44E-18,6.63E-11
703547,36718458,trazodone,serotonin syndrome,adult_children_senior_youth,youth,1.51E-18,6.95E-11
1154343,35708156,albuterol,abdominal pain upper,adult_children_senior_youth,youth,1.70E-18,7.82E-11
1550557,36516749,prednisolone,osteonecrosis,adult_children_senior_youth,youth,1.88E-18,8.64E-11
735979,36918985,risperidone,"hallucination, auditory",adult_children_senior_youth,youth,1.90E-18,8.72E-11
1134439,36211491,caffeine,accidental overdose,adult_children_youth,youth,1.92E-18,8.83E-11
1115008,35909445,naproxen,cholelithiasis,adult_children_senior_youth,youth,1.95E-18,8.94E-11
1174888,35809131,hydrocodone,general physical health deterioration,adult_senior_youth,youth,2.12E-18,9.73E-11
931973,35205029,protease,haemoptysis,adult_children_senior_youth,youth,2.51E-18,1.15E-10
722031,36718353,paroxetine,crying,adult_children_senior_youth,youth,2.69E-18,1.24E-10
1351541,37320268,leuprolide,alopecia,adult_children_senior_youth,youth,2.79E-18,1.28E-10
750982,35204970,bupropion,cardio-respiratory arrest,adult_children_senior_youth,youth,3.34E-18,1.53E-10
1397599,37219844,cisplatin,pulmonary fibrosis,adult_children_senior_youth,youth,3.46E-18,1.59E-10
991876,36211491,loperamide,accidental overdose,adult_children_senior_youth,youth,3.92E-18,1.80E-10
1328165,36919230,diltiazem,completed suicide,adult_children_senior_youth,youth,4.31E-18,1.98E-10
1344905,35104691,carboplatin,thrombocytopenia,adult_children_senior_youth,youth,4.57E-18,2.10E-10
904453,35909443,esomeprazole,cholecystitis chronic,adult_children_senior_youth,youth,4.79E-18,2.20E-10
1177480,35909442,ibuprofen,cholecystitis acute,adult_senior_youth,youth,5.00E-18,2.30E-10
1149380,37219871,fluticasone,pulmonary embolism,adult_children_senior_youth,youth,5.89E-18,2.70E-10
1150871,35205025,misoprostol,dizziness,adult_senior_youth,youth,5.96E-18,2.73E-10
40241331,35205185,rivaroxaban,chest pain,adult_children_senior_youth,youth,6.23E-18,2.86E-10
722031,36919059,paroxetine,aggression,adult_children_senior_youth,youth,6.92E-18,3.17E-10
718583,35708609,nicotine,throat irritation,adult_senior_youth,youth,6.93E-18,3.18E-10
714785,42889647,amphetamine,toxicity to various agents,adult_children_senior_youth,youth,7.41E-18,3.40E-10
778711,37219871,cyclobenzaprine,pulmonary embolism,adult_children_senior_youth,youth,8.85E-18,4.06E-10
1386957,36416593,labetalol,hyperkalaemia,adult_children_senior_youth,youth,9.02E-18,4.14E-10
40002705,36211303,acetaminophen / hydrocodone Oral Solution,injury,adult_senior_youth,youth,9.05E-18,4.15E-10
1347384,35506636,irbesartan,hypoglycaemia,adult_senior_youth,youth,9.41E-18,4.32E-10
1545958,36617948,atorvastatin,squamous cell carcinoma of skin,adult_senior_youth,youth,1.01E-17,4.63E-10
732893,36516957,bupivacaine,musculoskeletal pain,adult_senior_youth,youth,1.01E-17,4.65E-10
766814,42889647,quetiapine,toxicity to various agents,adult_children_senior_youth,youth,1.15E-17,5.29E-10
1110410,35205259,morphine,pulmonary oedema,adult_children_senior_youth,youth,1.18E-17,5.42E-10
785788,36919230,olanzapine,completed suicide,adult_children_senior_youth,youth,1.42E-17,6.54E-10
923645,35909571,omeprazole,venoocclusive liver disease,adult_children_senior_youth,youth,2.06E-17,9.46E-10
1703687,35909625,acyclovir,hepatotoxicity,adult_children_senior_youth,youth,2.52E-17,1.15E-09
1307046,36416593,metoprolol,hyperkalaemia,adult_children_senior_youth,youth,3.37E-17,1.55E-09
715259,36919231,duloxetine,intentional self-injury,adult_senior_youth,youth,3.41E-17,1.56E-09
1351541,35708151,leuprolide,abdominal distension,adult_children_senior_youth,youth,3.75E-17,1.72E-09
1174888,35909445,hydrocodone,cholelithiasis,adult_children_senior_youth,youth,3.83E-17,1.76E-09
1154343,36918947,albuterol,anhedonia,adult_children_senior_youth,youth,3.97E-17,1.82E-09
1301267,36009895,melphalan,graft versus host disease,adult_children_senior_youth,youth,3.97E-17,1.82E-09
1500211,36818844,medroxyprogesterone,unintended pregnancy,adult_children_youth,youth,4.05E-17,1.86E-09
1149380,36211303,fluticasone,injury,adult_children_senior_youth,youth,4.38E-17,2.01E-09
1517824,42889647,niacin,toxicity to various agents,adult_senior_youth,youth,4.66E-17,2.14E-09
1334456,36718235,ramipril,paralysis,adult_senior_youth,youth,5.02E-17,2.31E-09
19011773,36211303,ascorbic acid,injury,adult_children_senior_youth,youth,5.15E-17,2.36E-09
1112807,36255528,aspirin,vascular stent thrombosis,adult_children_senior_youth,youth,5.44E-17,2.50E-09
1314273,35708609,rituximab,throat irritation,adult_children_senior_youth,youth,5.46E-17,2.51E-09
1154029,42889647,fentanyl,toxicity to various agents,adult_children_senior_youth,youth,5.86E-17,2.69E-09
1101898,35809329,leflunomide,drug intolerance,adult_senior_youth,youth,5.86E-17,2.69E-09
1517824,35205240,niacin,cardiac failure,adult_senior_youth,youth,5.97E-17,2.74E-09
722031,36919207,paroxetine,nightmare,adult_children_senior_youth,youth,6.22E-17,2.85E-09
924724,35809243,dicyclomine,pain,adult_children_senior_youth,youth,6.81E-17,3.13E-09
1307046,35204981,metoprolol,ventricular fibrillation,adult_senior_youth,youth,6.93E-17,3.18E-09
996416,37119589,finasteride,penis disorder,adult_children_senior_youth,youth,7.52E-17,3.45E-09
778711,37622465,cyclobenzaprine,deep vein thrombosis,adult_senior_youth,youth,8.34E-17,3.83E-09
1103640,36211491,methadone,accidental overdose,adult_children_senior_youth,youth,9.29E-17,4.27E-09
1343346,35205230,vinorelbine,ascites,adult_senior_youth,youth,1.03E-16,4.71E-09
1518254,36516749,dexamethasone,osteonecrosis,adult_children_senior_youth,youth,1.03E-16,4.74E-09
996416,35809083,finasteride,feeling abnormal,adult_children_senior_youth,youth,1.08E-16,4.94E-09
1332418,35204903,amlodipine,atrioventricular block complete,adult_children_senior_youth,youth,1.13E-16,5.19E-09
798874,35204966,clonazepam,cardiac arrest,adult_children_senior_youth,youth,1.15E-16,5.26E-09
1154343,35909445,albuterol,cholelithiasis,adult_children_senior_youth,youth,1.17E-16,5.37E-09
1551099,35708154,prednisone,abdominal pain,adult_children_senior_youth,youth,1.19E-16,5.47E-09
781039,36919132,alprazolam,substance abuse,adult_children_senior_youth,youth,1.27E-16,5.82E-09
797617,35204985,citalopram,ventricular tachycardia,adult_children_senior_youth,youth,1.28E-16,5.86E-09
974166,37019315,hydrochlorothiazide,anuria,adult_senior_youth,youth,1.35E-16,6.20E-09
974166,35204902,hydrochlorothiazide,atrioventricular block,adult_senior_youth,youth,1.52E-16,6.97E-09
708298,35809310,midazolam,drug interaction,adult_children_senior_youth,youth,1.61E-16,7.38E-09
1000560,35909625,ondansetron,hepatotoxicity,adult_children_senior_youth,youth,1.67E-16,7.67E-09
1124957,37219871,oxycodone,pulmonary embolism,adult_children_senior_youth,youth,1.78E-16,8.18E-09
1310317,35104341,cyclophosphamide,acute lymphocytic leukaemia recurrent,adult_children_senior_youth,youth,2.01E-16,9.22E-09
1378382,37019321,paclitaxel,renal impairment,adult_children_senior_youth,youth,2.13E-16,9.79E-09
723013,36211491,diazepam,accidental overdose,adult_children_senior_youth,youth,2.26E-16,1.04E-08
40167554,37320310,pazopanib,hair colour changes,adult_children_senior_youth,youth,2.54E-16,1.17E-08
777221,42889647,hydroxyzine,toxicity to various agents,adult_children_senior_youth,youth,2.56E-16,1.18E-08
974166,35204911,hydrochlorothiazide,bundle branch block left,adult_senior_youth,youth,2.69E-16,1.23E-08
1551099,35104199,prednisone,haematotoxicity,adult_children_senior_youth,youth,2.95E-16,1.36E-08
1154343,35909452,albuterol,gallbladder disorder,adult_children_senior_youth,youth,3.08E-16,1.41E-08
991876,36416584,loperamide,electrolyte imbalance,adult_children_senior_youth,youth,3.13E-16,1.43E-08
705103,36211496,lamotrigine,overdose,adult_children_senior_youth,youth,3.43E-16,1.58E-08
42904205,36516729,tofacitinib,bone erosion,adult_senior_youth,youth,3.46E-16,1.59E-08
44814284,35204970,acetaminophen / oxycodone Extended Release Oral Tablet,cardio-respiratory arrest,adult_children_senior_youth,youth,3.96E-16,1.82E-08
1718054,35909625,caspofungin,hepatotoxicity,adult_children_senior_youth,youth,4.06E-16,1.86E-08
937368,35205184,infliximab,chest discomfort,adult_children_senior_youth,youth,4.62E-16,2.12E-08
723013,36919235,diazepam,suicidal ideation,adult_children_senior_youth,youth,5.12E-16,2.35E-08
941258,36211303,docusate,injury,adult_children_senior_youth,youth,5.66E-16,0.000000026
1186087,35708164,abatacept,abdominal discomfort,adult_senior_youth,youth,6.06E-16,2.78E-08
1308290,36718132,vincristine,headache,adult_children_senior_youth,youth,6.12E-16,2.81E-08
722031,36416485,paroxetine,lactic acidosis,adult_senior_youth,youth,6.24E-16,2.86E-08
1714277,35909571,voriconazole,venoocclusive liver disease,adult_children_senior_youth,youth,6.51E-16,2.99E-08
942350,36919236,torasemide,suicide attempt,adult_children_senior_youth,youth,6.69E-16,3.07E-08
1789276,35506628,gatifloxacin,hyperglycaemia,adult_children_senior_youth,youth,7.36E-16,3.38E-08
745466,35809043,valproate,neuroleptic malignant syndrome,adult_children_senior_youth,youth,8.19E-16,3.76E-08
723013,36211496,diazepam,overdose,adult_children_senior_youth,youth,8.37E-16,3.84E-08
1301267,36009894,melphalan,chronic graft versus host disease,adult_children_senior_youth,youth,8.38E-16,3.85E-08
19015768,35205038,methoxy polyethylene glycol-epoetin beta,dyspnoea,adult_children_senior_youth,youth,1.17E-15,5.37E-08
1125315,36918947,acetaminophen,anhedonia,adult_children_senior_youth,youth,1.31E-15,6.02E-08
1334456,42889647,ramipril,toxicity to various agents,adult_senior_youth,youth,1.33E-15,0.000000061
1315942,35909682,docetaxel,metastases to liver,adult_senior_youth,youth,1.34E-15,6.15E-08
1154161,36009762,montelukast,angioedema,adult_children_senior_youth,youth,1.44E-15,6.62E-08
40045116,36919230,hydrochlorothiazide / triamterene Oral Tablet,completed suicide,adult_senior_youth,youth,1.50E-15,6.89E-08
1713332,37622465,amoxicillin,deep vein thrombosis,adult_children_senior_youth,youth,1.51E-15,6.95E-08
797617,36919202,citalopram,sexual dysfunction,adult_children_senior_youth,youth,1.52E-15,6.97E-08
1201620,36211491,codeine,accidental overdose,adult_children_senior_youth,youth,1.58E-15,7.23E-08
1112807,36211496,aspirin,overdose,adult_children_senior_youth,youth,1.59E-15,7.31E-08
798874,37219893,clonazepam,respiratory arrest,adult_children_senior_youth,youth,1.62E-15,7.44E-08
920293,35809243,nitrofurantoin,pain,adult_children_senior_youth,youth,1.69E-15,7.76E-08
1784444,35607130,ivermectin,ocular hyperaemia,adult_senior_youth,youth,1.77E-15,8.12E-08
904453,35909452,esomeprazole,gallbladder disorder,adult_children_senior_youth,youth,1.97E-15,9.04E-08
987366,35205038,lubiprostone,dyspnoea,adult_children_senior_youth,youth,2.02E-15,9.25E-08
766814,36919230,quetiapine,completed suicide,adult_children_senior_youth,youth,2.16E-15,0.000000099
923645,36919046,omeprazole,emotional distress,adult_children_senior_youth,youth,2.36E-15,0.000000108
1398937,35204928,clonidine,bradycardia,adult_children_senior_youth,youth,2.37E-15,0.000000109
1503297,36211303,metformin,injury,adult_children_senior_youth,youth,2.38E-15,0.000000109
1315942,35104768,docetaxel,metastases to lymph nodes,adult_senior_youth,youth,2.65E-15,0.000000122
1136980,37219871,ketorolac,pulmonary embolism,adult_children_senior_youth,youth,2.69E-15,0.000000124
1713332,37219871,amoxicillin,pulmonary embolism,adult_children_senior_youth,youth,2.82E-15,0.000000129
1305058,36617309,methotrexate,neoplasm progression,adult_children_senior_youth,youth,2.80E-15,0.000000129
722031,35809139,paroxetine,irritability,adult_children_senior_youth,youth,3.07E-15,0.000000141
798874,36919230,clonazepam,completed suicide,adult_children_senior_youth,youth,3.39E-15,0.000000156
996416,37119647,finasteride,ejaculation disorder,adult_senior_youth,youth,3.56E-15,0.000000163
1177480,35909441,ibuprofen,cholecystitis,adult_children_senior_youth,youth,3.60E-15,0.000000165
1353011,35104883,dexrazoxane,neutropenia,adult_children_senior_youth,youth,3.87E-15,0.000000178
1545958,37320098,atorvastatin,actinic keratosis,adult_senior_youth,youth,3.94E-15,0.000000181
781039,36211496,alprazolam,overdose,adult_children_senior_youth,youth,4.27E-15,0.000000196
1341149,35909682,temozolomide,metastases to liver,adult_children_senior_youth,youth,4.28E-15,0.000000196
778268,36211496,imipramine,overdose,adult_children_senior_youth,youth,4.37E-15,0.000000201
42904205,36009833,tofacitinib,rheumatoid arthritis,adult_senior_youth,youth,4.50E-15,0.000000207
1734104,42889536,azithromycin,infective pulmonary exacerbation of cystic fibrosis,adult_children_youth,youth,5.06E-15,0.000000232
1353766,35205246,propranolol,cardiogenic shock,adult_children_senior_youth,youth,5.26E-15,0.000000242
1192710,36416487,chlorpheniramine,metabolic acidosis,adult_children_senior_youth,youth,5.50E-15,0.000000252
1503297,36919230,metformin,completed suicide,adult_children_senior_youth,youth,5.52E-15,0.000000253
1149380,37622465,fluticasone,deep vein thrombosis,adult_children_senior_youth,youth,5.63E-15,0.000000258
797617,36919183,citalopram,erectile dysfunction,adult_children_senior_youth,youth,6.72E-15,0.000000308
1115008,35809243,naproxen,pain,adult_children_senior_youth,youth,6.80E-15,0.000000312
1314924,43053848,gemcitabine,drug effect incomplete,adult_senior_youth,youth,7.28E-15,0.000000334
1124957,36919046,oxycodone,emotional distress,adult_children_senior_youth,youth,7.71E-15,0.000000354
1103640,35205259,methadone,pulmonary oedema,adult_children_senior_youth,youth,8.49E-15,0.00000039
40044817,37019318,hydrochlorothiazide / lisinopril Oral Tablet,renal failure,adult_senior_youth,youth,8.63E-15,0.000000396
